country,food_category,consumption,co2_emmission,lat,lng
Indonesia,Soybeans,1.12,0.5,-0.789275,113.921327
Indonesia,Nuts inc. Peanut Butter,4.92,8.71,-0.789275,113.921327
Liberia,Pork,4.01,14.19,6.428055,-9.429499
Liberia,Poultry,8.91,9.57,6.428055,-9.429499
Liberia,Beef,0.78,24.07,6.428055,-9.429499
Liberia,Lamb & Goat,0.48,16.81,6.428055,-9.429499
Liberia,Fish,4.13,6.59,6.428055,-9.429499
Liberia,Eggs,2.05,1.88,6.428055,-9.429499
Liberia,Milk - inc. cheese,3.04,4.33,6.428055,-9.429499
Liberia,Wheat and Wheat Products,10.95,2.09,6.428055,-9.429499
Liberia,Rice,94.75,121.25,6.428055,-9.429499
Liberia,Soybeans,0.63,0.28,6.428055,-9.429499
Liberia,Nuts inc. Peanut Butter,1.31,2.32,6.428055,-9.429499
Bangladesh,Pork,0,0,23.684994,90.356331
Bangladesh,Poultry,1.4,1.5,23.684994,90.356331
Bangladesh,Beef,1.28,39.5,23.684994,90.356331
Bangladesh,Lamb & Goat,1.33,46.58,23.684994,90.356331
Bangladesh,Fish,18.07,28.85,23.684994,90.356331
Bangladesh,Eggs,2.08,1.91,23.684994,90.356331
Bangladesh,Milk - inc. cheese,21.91,31.21,23.684994,90.356331
Bangladesh,Wheat and Wheat Products,17.47,3.33,23.684994,90.356331
Bangladesh,Rice,171.73,219.76,23.684994,90.356331
Bangladesh,Soybeans,0.61,0.27,23.684994,90.356331
Bangladesh,Nuts inc. Peanut Butter,0.72,1.27,23.684994,90.356331
